geneid	koid
Cs6g03400	K17604
Cs6g03420	K01535
Cs6g03430	K01535
Cs6g03440	K01535
Cs6g03445	K01535
Cs6g03450	K10406
Cs6g03460	K14495
Cs6g03470	K01535
Cs6g03480	K05581
Cs6g03490	K03515
Cs6g03500	K11592
Cs6g03510	K01188
Cs6g03520	K11592
Cs6g03530	K02923
Cs6g03550	K09285
Cs6g03570	K13963
Cs6g03580	K13963
Cs6g03583	K03129
Cs6g03590	K14300
Cs6g03610	K07393
Cs6g03620	K06630
Cs6g03630	K06940
Cs6g03660	K15333
Cs6g03670	K02069
Cs6g03690	K06180
Cs6g03700	K13459
Cs6g03730	K17710
Cs6g03740	K11671
Cs6g03750	K18732
Cs6g03760	K17710
Cs6g03770	K11982
Cs6g03790	K01102
Cs6g03800	K18732
Cs6g03820	K00799
Cs6g03830	K00799
Cs6g03850	K00799
Cs6g03870	K02469
Cs6g03880	K19525
Cs6g03890	K15777
Cs6g03920	K13459
Cs6g03930	K19951
Cs6g03940	K04733
Cs6g03950	K18835
Cs6g03960	K12129
Cs6g03970	K00939
Cs6g03980	K01188
Cs6g03990	K18195
Cs6g04000	K10878
Cs6g04010	K10878
Cs6g04020	K17710
Cs6g04030	K06185
Cs6g04060	K12133
Cs6g04070	K02930
Cs6g04090	K02930
Cs6g04110	K09284
Cs6g04120	K09284
Cs6g04130	K10643
Cs6g04140	K00434
Cs6g04150	K00588
Cs6g04160	K11294
Cs6g04170	K11294
Cs6g04210	K03013
Cs6g04220	K18195
Cs6g04230	K10737
Cs6g04240	K08065
Cs6g04250	K10590
Cs6g04260	K17964
Cs6g04270	K15030
Cs6g04280	K00815
Cs6g04290	K15407
Cs6g04300	K03115
Cs6g04310	K19519
Cs6g04320	K09523
Cs6g04340	K06966
Cs6g04350	K04733
Cs6g04360	K03809
Cs6g04370	K18441
Cs6g04380	K03094
Cs6g04390	K12309
Cs6g04420	K13066
Cs6g04430	K08506
Cs6g04440	K19041
Cs6g04450	K08770
Cs6g04460	K08738
Cs6g04470	K08770
Cs6g04500	K08770
Cs6g04530	K01869
Cs6g04560	K00430
Cs6g04570	K14806
Cs6g04580	K04733
Cs6g04600	K14806
Cs6g04650	K07252
Cs6g04670	K14779
Cs6g04680	K01176
Cs6g04690	K12447
Cs6g04700	K17710
Cs6g04710	K04733
Cs6g04720	K04733
Cs6g04730	K04733
Cs6g04750	K14779
Cs6g04760	K13420
Cs6g04770	K13415
Cs6g04780	K12668
Cs6g04850	K04733
Cs6g04860	K13420
Cs6g04870	K20869
Cs6g04890	K09539
Cs6g04920	K14015
Cs6g04930	K03538
Cs6g04940	K10352
Cs6g04950	K02973
Cs6g04970	K17398
Cs6g04980	K10737
Cs6g05000	K02901
Cs6g05010	K13437
Cs6g05030	K01528
Cs6g05040	K01886
Cs6g05050	K11592
Cs6g05080	K01904
Cs6g05090	K11968
Cs6g05100	K15272
Cs6g05110	K19269
Cs6g05120	K18401
Cs6g05130	K15400
Cs6g05140	K16223
Cs6g05150	K16223
Cs6g05180	K07937
Cs6g05200	K11294
Cs6g05210	K10396
Cs6g05220	K06180
Cs6g05240	K12818
Cs6g05250	K15078
Cs6g05260	K15404
Cs6g05270	K05681
Cs6g05280	K05681
Cs6g05290	K07277
Cs6g05300	K14677
Cs6g05310	K00815
Cs6g05320	K05681
Cs6g05330	K01537
Cs6g05340	K14806
Cs6g05370	K07574
Cs6g05380	K15728
Cs6g05390	K01728
Cs6g05395	K17804
Cs6g05410	K01184
Cs6g05420	K15503
Cs6g05430	K01728
Cs6g05440	K07195
Cs6g05450	K08678
Cs6g05460	K14292
Cs6g05480	K12349
Cs6g05515	K16223
Cs6g05520	K16223
Cs6g05530	K01528
Cs6g05570	K02918
Cs6g05590	K08287
Cs6g05610	K15271
Cs6g05615	K01778
Cs6g05620	K10398
Cs6g05630	K14806
Cs6g05650	K15718
Cs6g05660	K14841
Cs6g05670	K18195
Cs6g05680	K20279
Cs6g05710	K07901
Cs6g05730	K12162
Cs6g05740	K01507
Cs6g05770	K04733
Cs6g05810	K11252
Cs6g05820	K01188
Cs6g05830	K11251
Cs6g05870	K19041
Cs6g05890	K03283
Cs6g05930	K08592
Cs6g05960	K02604
Cs6g05970	K11254
Cs6g05980	K11254
Cs6g06010	K11593
Cs6g06050	K12492
Cs6g06060	K11153
Cs6g06080	K17964
Cs6g06085	K11153
Cs6g06090	K09260
Cs6g06100	K02935
Cs6g06110	K04706
Cs6g06140	K13195
Cs6g06150	K00620
Cs6g06160	K00620
Cs6g06170	K20891
Cs6g06180	K09326
Cs6g06190	K17964
Cs6g06200	K19044
Cs6g06230	K20241
Cs6g06250	K10355
Cs6g06255	K02218
Cs6g06260	K03850
Cs6g06280	K19882
Cs6g06290	K01102
Cs6g06300	K03979
Cs6g06310	K10403
Cs6g06320	K10403
Cs6g06330	K09422
Cs6g06350	K21026
Cs6g06360	K09422
Cs6g06370	K11978
Cs6g06380	K17943
Cs6g06390	K01303
Cs6g06400	K01303
Cs6g06410	K01528
Cs6g06430	K19613
Cs6g06450	K08738
Cs6g06460	K01188
Cs6g06475	K01205
Cs6g06480	K09422
Cs6g06500	K04733
Cs6g06510	K04733
Cs6g06520	K12608
Cs6g06530	K20628
Cs6g06540	K01147
Cs6g06550	K00729
Cs6g06560	K20174
Cs6g06570	K14494
Cs6g06580	K13264
Cs6g06590	K08956
Cs6g06600	K11253
Cs6g06610	K08081
Cs6g06620	K08081
Cs6g06630	K08081
Cs6g06640	K13675
Cs6g06650	K18081
Cs6g06660	K02960
Cs6g06670	K04733
Cs6g06700	K04730
Cs6g06720	K18813
Cs6g06760	K04733
Cs6g06770	K04733
Cs6g06780	K06892
Cs6g06800	K09562
Cs6g06810	K13459
Cs6g06820	K13459
Cs6g06825	K02917
Cs6g06830	K11982
Cs6g06840	K22069
Cs6g06860	K15015
Cs6g06870	K01379
Cs6g06880	K05909
Cs6g06890	K05909
Cs6g06900	K20029
Cs6g06920	K05909
Cs6g06940	K08956
Cs6g06950	K08956
Cs6g06960	K07025
Cs6g06970	K17604
Cs6g06980	K04730
Cs6g06990	K04730
Cs6g07000	K04730
Cs6g07010	K13428
Cs6g07020	K04730
Cs6g07030	K04733
Cs6g07040	K20854
Cs6g07050	K14638
Cs6g07060	K10418
Cs6g07090	K14684
Cs6g07100	K16670
Cs6g07120	K10406
Cs6g07130	K20929
Cs6g07140	K14638
Cs6g07160	K17679
Cs6g07180	K06700
Cs6g07230	K20826
Cs6g07240	K00799
Cs6g07250	K02218
Cs6g07260	K00799
Cs6g07290	K14686
Cs6g07300	K14686
Cs6g07310	K13993
Cs6g07320	K13993
Cs6g07330	K21373
Cs6g07350	K15026
Cs6g07360	K04714
Cs6g07370	K14500
Cs6g07380	K15407
Cs6g07390	K09422
Cs6g07400	K05909
Cs6g07410	K05909
Cs6g07430	K03841
Cs6g07440	K03841
Cs6g07450	K05909
Cs6g07470	K04733
Cs6g07480	K07375
Cs6g07500	K00847
Cs6g07530	K02917
Cs6g07540	K12349
Cs6g07550	K15103
Cs6g07560	K15685
Cs6g07570	K20723
Cs6g07580	K01188
Cs6g07590	K11863
Cs6g07610	K01962
Cs6g07620	K09591
Cs6g07630	K02206
Cs6g07650	K13917
Cs6g07670	K08193
Cs6g07720	K21763
Cs6g07740	K02470
Cs6g07760	K17964
Cs6g07780	K14638
Cs6g07790	K14638
Cs6g07800	K05909
Cs6g07810	K02218
Cs6g07820	K08869
Cs6g07830	K19747
Cs6g07840	K06119
Cs6g07850	K15235
Cs6g07860	K14864
Cs6g07870	K03038
Cs6g07880	K14638
Cs6g07890	K14638
Cs6g07900	K14638
Cs6g07910	K21953
Cs6g07920	K13508
Cs6g07930	K17535
Cs6g07960	K03515
Cs6g07970	K09872
Cs6g07980	K14806
Cs6g07990	K13946
Cs6g08000	K19033
Cs6g08010	K01988
Cs6g08020	K01988
Cs6g08030	K01988
Cs6g08040	K01988
Cs6g08060	K01988
Cs6g08070	K13428
Cs6g08080	K13428
Cs6g08090	K13428
Cs6g08100	K04730
Cs6g08110	K13428
Cs6g08120	K04730
Cs6g08150	K11498
Cs6g08160	K11498
Cs6g08170	K18195
Cs6g08180	K02878
Cs6g08200	K18998
Cs6g08210	K04645
Cs6g08220	K04733
Cs6g08260	K08915
Cs6g08270	K10802
Cs6g08280	K10802
Cs6g08290	K11778
Cs6g08310	K14684
Cs6g08320	K07300
Cs6g08365	K03515
Cs6g08370	K21805
Cs6g08400	K14617
Cs6g08410	K01931
Cs6g08420	K08592
Cs6g08430	K06215
Cs6g08450	K06100
Cs6g08460	K15731
Cs6g08470	K09510
Cs6g08480	K00521
Cs6g08500	K05277
Cs6g08510	K13412
Cs6g08520	K09422
Cs6g08530	K01179
Cs6g08540	K01179
Cs6g08570	K07478
Cs6g08580	K14806
Cs6g08590	K14806
Cs6g08600	K10257
Cs6g08610	K08518
Cs6g08620	K08518
Cs6g08630	K00232
Cs6g08640	K00232
Cs6g08650	K00232
Cs6g08660	K14431
Cs6g08670	K21797
Cs6g08680	K07390
Cs6g08700	K07152
Cs6g08710	K01490
Cs6g08720	K04040
Cs6g08760	K09522
Cs6g08770	K09522
Cs6g08790	K01265
Cs6g08800	K00083
Cs6g08810	K09510
Cs6g08820	K17964
Cs6g08830	K04733
Cs6g08840	K01568
Cs6g08850	K10863
Cs6g08860	K19613
Cs6g08870	K01188
Cs6g08880	K13466
Cs6g08890	K10863
Cs6g08900	K06910
Cs6g08910	K04733
Cs6g08940	K09555
Cs6g08950	K03320
Cs6g08960	K17879
Cs6g09020	K14293
Cs6g09030	K04733
Cs6g09040	K14494
Cs6g09050	K03178
Cs6g09070	K08059
Cs6g09080	K08059
Cs6g09090	K08059
Cs6g09100	K08059
Cs6g09110	K08059
Cs6g09120	K21594
Cs6g09140	K02987
Cs6g09150	K00522
Cs6g09160	K15113
Cs6g09180	K16573
Cs6g09190	K13457
Cs6g09200	K11294
Cs6g09210	K11294
Cs6g09220	K01188
Cs6g09230	K16573
Cs6g09240	K14503
Cs6g09250	K08775
Cs6g09270	K20456
Cs6g09280	K20799
Cs6g09290	K20359
Cs6g09300	K20359
Cs6g09310	K07253
Cs6g09320	K07253
Cs6g09330	K10457
Cs6g09340	K19996
Cs6g09350	K00002
Cs6g09390	K17505
Cs6g09420	K13424
Cs6g09430	K10268
Cs6g09440	K14685
Cs6g09460	K17292
Cs6g09470	K01595
Cs6g09480	K09841
Cs6g09520	K03515
Cs6g09530	K15285
Cs6g09540	K15285
Cs6g09560	K13066
Cs6g09570	K15285
Cs6g09610	K15285
Cs6g09620	K13141
Cs6g09630	K07204
Cs6g09640	K00827
Cs6g09660	K04733
Cs6g09680	K00430
Cs6g09690	K14455
Cs6g09700	K02984
Cs6g09710	K18693
Cs6g09720	K12382
Cs6g09730	K07198
Cs6g09750	K06901
Cs6g09770	K12761
Cs6g09780	K08332
Cs6g09800	K01870
Cs6g09820	K08867
Cs6g09830	K07409
Cs6g09840	K03514
Cs6g09870	K14488
Cs6g09880	K03327
Cs6g09900	K20473
Cs6g09910	K17535
Cs6g09920	K14638
Cs6g09930	K20628
Cs6g09980	K19040
Cs6g09990	K00121
Cs6g10000	K04733
Cs6g10010	K06911
Cs6g10030	K17964
Cs6g10040	K17964
Cs6g10060	K04733
Cs6g10090	K01859
Cs6g10120	K13459
Cs6g10130	K14802
Cs6g10140	K03145
Cs6g10170	K06063
Cs6g10180	K04688
Cs6g10190	K06911
Cs6g10200	K06911
Cs6g10210	K19355
Cs6g10220	K01322
Cs6g10240	K19355
Cs6g10250	K04733
Cs6g10260	K03671
Cs6g10270	K06689
Cs6g10280	K06689
Cs6g10290	K03145
Cs6g10300	K04733
Cs6g10310	K03006
Cs6g10320	K02866
Cs6g10330	K02150
Cs6g10340	K03063
Cs6g10360	K14300
Cs6g10370	K04733
Cs6g10390	K14945
Cs6g10400	K03945
Cs6g10430	K13447
Cs6g10450	K22184
Cs6g10460	K22184
Cs6g10470	K11982
Cs6g10480	K11982
Cs6g10500	K20661
Cs6g10520	K13448
Cs6g10580	K06269
Cs6g10590	K07760
Cs6g10600	K15633
Cs6g10610	K03239
Cs6g10620	K02879
Cs6g10630	K04733
Cs6g10670	K00967
Cs6g10690	K00288
Cs6g10700	K14494
Cs6g10710	K13648
Cs6g10740	K20367
Cs6g10760	K15407
Cs6g10770	K16911
Cs6g10780	K00895
Cs6g10790	K14408
Cs6g10800	K14408
Cs6g10830	K00423
Cs6g10840	K03145
Cs6g10860	K00423
Cs6g10950	K12349
Cs6g10970	K03283
Cs6g10980	K03283
Cs6g10990	K00423
Cs6g11000	K03283
Cs6g11020	K02959
Cs6g11030	K02959
Cs6g11060	K10867
Cs6g11070	K10867
Cs6g11080	K00666
Cs6g11090	K04733
Cs6g11100	K03452
Cs6g11140	K10891
Cs6g11150	K21374
Cs6g11160	K01188
Cs6g11170	K21374
Cs6g11180	K21374
Cs6g11190	K21374
Cs6g11200	K21374
Cs6g11210	K21374
Cs6g11220	K19787
Cs6g11230	K12617
Cs6g11240	K12448
Cs6g11250	K15271
Cs6g11260	K09486
Cs6g11280	K21374
Cs6g11290	K15032
Cs6g11320	K02901
Cs6g11330	K14494
Cs6g11340	K17964
Cs6g11350	K20283
Cs6g11370	K16871
Cs6g11380	K20027
Cs6g11390	K17604
Cs6g11400	K17604
Cs6g11410	K17604
Cs6g11420	K17086
Cs6g11440	K01051
Cs6g11450	K00968
Cs6g11460	K14709
Cs6g11470	K14709
Cs6g11490	K08237
Cs6g11500	K06126
Cs6g11510	K08237
Cs6g11530	K06066
Cs6g11540	K03809
Cs6g11550	K03809
Cs6g11560	K19891
Cs6g11570	K11855
Cs6g11580	K11855
Cs6g11620	K10604
Cs6g11630	K04733
Cs6g11640	K04730
Cs6g11650	K02152
Cs6g11660	K09872
Cs6g11670	K09872
Cs6g11680	K11593
Cs6g11690	K09872
Cs6g11700	K09872
Cs6g11710	K02870
Cs6g11720	K20855
Cs6g11750	K03254
Cs6g11770	K08770
Cs6g11780	K12162
Cs6g11800	K14486
Cs6g11810	K01051
Cs6g11830	K13457
Cs6g11850	K03063
Cs6g11860	K05909
Cs6g11870	K06966
Cs6g11890	K05391
Cs6g11900	K11294
Cs6g11910	K17964
Cs6g11930	K14513
Cs6g11935	K02111
Cs6g11940	K10775
Cs6g11950	K10775
Cs6g11960	K08592
Cs6g11970	K00030
Cs6g11980	K08770
Cs6g11990	K00856
Cs6g12010	K14488
Cs6g12035	K14488
Cs6g12050	K04733
Cs6g12060	K13420
Cs6g12070	K12611
Cs6g12080	K12611
Cs6g12090	K13420
Cs6g12100	K12611
Cs6g12110	K13420
Cs6g12130	K06966
Cs6g12140	K01303
Cs6g12150	K12611
Cs6g12160	K13420
Cs6g12170	K13195
Cs6g12210	K17550
Cs6g12230	K10523
Cs6g12240	K01213
Cs6g12250	K17550
Cs6g12260	K17550
Cs6g12310	K13466
Cs6g12320	K17550
Cs6g12330	K13466
Cs6g12360	K01213
Cs6g12370	K17550
Cs6g12390	K14332
Cs6g12410	K13035
Cs6g12430	K13070
Cs6g12450	K13070
Cs6g12470	K11884
Cs6g12480	K12581
Cs6g12500	K01870
Cs6g12510	K06620
Cs6g12520	K06620
Cs6g12530	K17604
Cs6g12540	K13206
Cs6g12550	K01379
Cs6g12600	K08857
Cs6g12620	K17871
Cs6g12640	K10683
Cs6g12650	K07277
Cs6g12660	K01188
Cs6g12670	K19589
Cs6g12680	K00924
Cs6g12690	K01188
Cs6g12700	K22048
Cs6g12710	K14772
Cs6g12720	K11407
Cs6g12730	K14569
Cs6g12740	K14569
Cs6g12750	K03695
Cs6g12780	K03695
Cs6g12790	K03695
Cs6g12800	K03695
Cs6g12805	K14569
Cs6g12810	K14569
Cs6g12820	K14569
Cs6g12830	K17422
Cs6g12850	K04382
Cs6g12860	K04716
Cs6g12870	K13065
Cs6g12880	K13065
Cs6g12890	K13356
Cs6g12900	K11426
Cs6g12910	K11426
Cs6g12920	K10457
Cs6g12930	K12900
Cs6g12940	K14792
Cs6g12950	K12830
Cs6g12960	K07305
Cs6g12970	K12830
Cs6g12980	K15148
Cs6g12990	K12501
Cs6g13000	K03252
Cs6g13010	K06892
Cs6g13020	K12501
Cs6g13025	K02979
Cs6g13030	K02989
Cs6g13040	K02989
Cs6g13050	K17964
Cs6g13060	K14536
Cs6g13070	K17964
Cs6g13090	K09651
Cs6g13100	K09250
Cs6g13110	K04733
Cs6g13120	K04733
Cs6g13160	K11838
Cs6g13180	K01301
Cs6g13190	K14209
Cs6g13210	K16275
Cs6g13220	K00102
Cs6g13230	K14493
Cs6g13240	K02989
Cs6g13250	K14493
Cs6g13260	K02989
Cs6g13270	K03363
Cs6g13280	K11844
Cs6g13290	K11323
Cs6g13300	K01590
Cs6g13310	K20725
Cs6g13320	K13412
Cs6g13330	K05681
Cs6g13340	K09835
Cs6g13350	K07024
Cs6g13380	K08592
Cs6g13400	K19043
Cs6g13420	K10393
Cs6g13430	K13412
Cs6g13450	K04082
Cs6g13460	K02989
Cs6g13470	K02890
Cs6g13480	K01633
Cs6g13490	K21343
Cs6g13510	K17479
Cs6g13530	K19041
Cs6g13540	K15455
Cs6g13550	K04454
Cs6g13560	K08064
Cs6g13570	K11294
Cs6g13580	K11294
Cs6g13590	K08486
Cs6g13600	K20305
Cs6g13610	K14442
Cs6g13630	K09326
Cs6g13640	K08332
Cs6g13660	K16670
Cs6g13670	K03695
Cs6g13680	K09480
Cs6g13690	K03283
Cs6g13700	K14842
Cs6g13710	K00924
Cs6g13720	K15170
Cs6g13730	K14827
Cs6g13740	K11268
Cs6g13780	K07195
Cs6g13800	K19589
Cs6g13840	K03695
Cs6g13850	K19513
Cs6g13860	K02882
Cs6g13870	K06966
Cs6g13880	K03386
Cs6g13890	K06620
Cs6g13900	K17338
Cs6g13930	K01870
Cs6g13950	K12581
Cs6g13960	K10704
Cs6g13970	K12893
Cs6g13980	K13206
Cs6g14000	K02962
Cs6g14010	K14806
Cs6g14020	K09841
Cs6g14030	K13070
Cs6g14040	K14664
Cs6g14050	K14664
Cs6g14060	K19090
Cs6g14090	K01285
Cs6g14100	K09287
Cs6g14110	K18328
Cs6g14120	K18328
Cs6g14130	K16573
Cs6g14140	K17800
Cs6g14160	K13195
Cs6g14170	K12611
Cs6g14180	K00232
Cs6g14210	K12733
Cs6g14220	K10408
Cs6g14250	K20855
Cs6g14260	K17917
Cs6g14290	K17756
Cs6g14310	K02955
Cs6g14330	K08770
Cs6g14340	K01193
Cs6g14350	K06180
Cs6g14360	K10398
Cs6g14380	K04733
Cs6g14390	K14488
Cs6g14400	K11099
Cs6g14410	K20642
Cs6g14420	K06133
Cs6g14430	K11593
Cs6g14440	K17710
Cs6g14450	K09286
Cs6g14460	K03106
Cs6g14470	K03347
Cs6g14480	K02021
Cs6g14485	K10740
Cs6g14490	K13161
Cs6g14520	K17479
Cs6g14540	K01674
Cs6g14590	K01814
Cs6g14630	K00621
Cs6g14640	K22072
Cs6g14650	K02865
Cs6g14660	K00419
Cs6g14670	K04508
Cs6g14690	K15078
Cs6g14700	K03531
Cs6g14710	K03531
Cs6g14720	K07393
Cs6g14740	K07393
Cs6g14750	K07393
Cs6g14760	K09285
Cs6g14770	K17085
Cs6g14780	K17085
Cs6g14790	K17085
Cs6g14795	K03531
Cs6g14800	K07393
Cs6g14820	K07393
Cs6g14840	K07393
Cs6g14850	K07393
Cs6g14860	K03234
Cs6g14880	K07393
Cs6g14890	K17085
Cs6g14900	K17085
Cs6g14910	K17085
Cs6g14920	K17085
Cs6g14930	K17085
Cs6g14940	K17085
Cs6g14950	K22063
Cs6g14960	K14432
Cs6g14970	K14432
Cs6g14990	K02952
Cs6g15000	K16223
Cs6g15020	K20363
Cs6g15030	K08658
Cs6g15040	K14407
Cs6g15050	K14407
Cs6g15070	K15287
Cs6g15080	K15287
Cs6g15090	K03126
Cs6g15100	K01240
Cs6g15110	K03363
Cs6g15120	K00679
Cs6g15160	K16280
Cs6g15170	K20624
Cs6g15180	K15200
Cs6g15190	K14568
Cs6g15210	K06892
Cs6g15220	K08232
Cs6g15230	K08232
Cs6g15240	K08286
Cs6g15250	K10268
Cs6g15280	K16296
Cs6g15290	K16296
Cs6g15300	K16296
Cs6g15310	K01090
Cs6g15320	K00700
Cs6g15340	K19748
Cs6g15360	K09286
Cs6g15370	K01193
Cs6g15390	K13066
Cs6g15410	K09286
Cs6g15420	K01051
Cs6g15430	K01623
Cs6g15440	K10406
Cs6g15450	K04733
Cs6g15470	K14400
Cs6g15480	K09419
Cs6g15490	K14510
Cs6g15510	K00222
Cs6g15520	K11276
Cs6g15530	K12836
Cs6g15540	K01689
Cs6g15550	K03386
Cs6g15560	K13680
Cs6g15570	K00052
Cs6g15580	K17618
Cs6g15600	K18081
Cs6g15610	K20618
Cs6g15620	K20618
Cs6g15630	K20618
Cs6g15640	K02527
Cs6g15650	K04733
Cs6g15660	K09903
Cs6g15670	K00873
Cs6g15700	K09350
Cs6g15720	K17604
Cs6g15740	K01754
Cs6g15750	K03942
Cs6g15760	K01754
Cs6g15770	K00679
Cs6g15780	K10588
Cs6g15790	K06180
Cs6g15800	K18789
Cs6g15830	K13126
Cs6g15840	K12864
Cs6g15850	K02689
Cs6g15860	K18881
Cs6g15870	K17839
Cs6g15880	K00666
Cs6g15890	K13094
Cs6g15900	K00799
Cs6g15910	K02291
Cs6g15920	K19199
Cs6g15930	K00695
Cs6g15960	K05941
Cs6g15970	K10615
Cs6g15980	K03549
Cs6g15990	K20628
Cs6g16000	K12133
Cs6g16010	K00963
Cs6g16020	K04733
Cs6g16030	K14486
Cs6g16040	K03452
Cs6g16050	K02503
Cs6g16060	K12741
Cs6g16070	K14432
Cs6g16080	K11593
Cs6g16090	K14769
Cs6g16100	K00109
Cs6g16120	K14848
Cs6g16140	K02183
Cs6g16145	K02183
Cs6g16150	K10583
Cs6g16160	K02183
Cs6g16180	K02727
Cs6g16190	K09875
Cs6g16200	K04035
Cs6g16210	K16675
Cs6g16220	K16675
Cs6g16240	K14972
Cs6g16250	K12862
Cs6g16260	K03145
Cs6g16270	K01209
Cs6g16280	K11420
Cs6g16290	K03626
Cs6g16300	K11982
Cs6g16320	K00430
Cs6g16330	K12865
Cs6g16360	K13347
Cs6g16370	K02885
Cs6g16380	K08955
Cs6g16400	K08592
Cs6g16410	K14320
Cs6g16420	K19034
Cs6g16430	K19034
Cs6g16440	K13148
Cs6g16450	K04733
Cs6g16460	K04733
Cs6g16490	K04733
Cs6g16510	K04733
Cs6g16530	K11649
Cs6g16540	K11292
Cs6g16550	K00705
Cs6g16560	K20777
Cs6g16570	K20777
Cs6g16580	K00423
Cs6g16590	K11982
Cs6g16610	K14972
Cs6g16620	K00512
Cs6g16630	K17506
Cs6g16640	K09754
Cs6g16650	K09754
Cs6g16660	K09571
Cs6g16670	K08145
Cs6g16690	K21026
Cs6g16700	K20769
Cs6g16720	K21026
Cs6g16730	K20769
Cs6g16740	K21343
Cs6g16750	K14638
Cs6g16760	K19985
Cs6g16770	K19891
Cs6g16780	K07119
Cs6g16790	K17604
Cs6g16800	K03248
Cs6g16810	K02865
Cs6g16820	K14491
Cs6g16830	K14575
Cs6g16840	K14514
Cs6g16850	K14514
Cs6g16860	K11971
Cs6g16870	K11971
Cs6g16880	K21777
Cs6g16890	K11674
Cs6g16900	K07375
Cs6g16920	K04499
Cs6g16930	K15711
Cs6g16940	K16297
Cs6g16950	K01640
Cs6g16960	K00059
Cs6g16970	K00059
Cs6g16980	K08081
Cs6g16990	K08235
Cs6g17000	K13947
Cs6g17020	K00924
Cs6g17040	K14819
Cs6g17050	K14819
Cs6g17080	K17710
Cs6g17090	K01379
Cs6g17110	K18171
Cs6g17120	K18171
Cs6g17140	K13065
Cs6g17150	K13065
Cs6g17160	K13065
Cs6g17170	K16573
Cs6g17180	K18171
Cs6g17190	K03860
Cs6g17210	K11844
Cs6g17220	K01785
Cs6g17230	K11275
Cs6g17240	K10838
Cs6g17270	K12881
Cs6g17280	K13806
Cs6g17290	K21026
Cs6g17300	K13789
Cs6g17310	K09648
Cs6g17320	K19891
Cs6g17340	K09422
Cs6g17350	K07955
Cs6g17360	K04733
Cs6g17370	K13993
Cs6g17380	K04733
Cs6g17390	K04713
Cs6g17400	K01889
Cs6g17410	K07766
Cs6g17420	K06678
Cs6g17430	K01915
Cs6g17450	K13789
Cs6g17460	K02979
Cs6g17470	K01873
Cs6g17480	K17964
Cs6g17490	K13789
Cs6g17500	K13789
Cs6g17510	K13789
Cs6g17520	K21888
Cs6g17530	K14494
Cs6g17560	K01537
Cs6g17570	K09422
Cs6g17580	K14190
Cs6g17590	K13448
Cs6g17600	K00847
Cs6g17610	K13448
Cs6g17620	K04733
Cs6g17630	K07198
Cs6g17640	K17964
Cs6g17680	K08332
Cs6g17690	K09874
Cs6g17700	K14838
Cs6g17710	K01259
Cs6g17720	K04121
Cs6g17760	K21373
Cs6g17770	K14016
Cs6g17790	K00868
Cs6g17800	K13205
Cs6g17810	K00604
Cs6g17820	K05350
Cs6g17840	K05350
Cs6g17850	K05350
Cs6g17860	K10752
Cs6g17870	K00604
Cs6g17880	K04506
Cs6g17885	K04506
Cs6g17890	K04506
Cs6g17900	K04506
Cs6g17910	K04506
Cs6g17920	K01358
Cs6g17930	K15186
Cs6g17970	K07088
Cs6g17980	K07562
Cs6g18000	K03262
Cs6g18040	K20777
Cs6g18050	K12844
Cs6g18060	K18848
Cs6g18070	K12844
Cs6g18080	K06272
Cs6g18090	K03327
Cs6g18100	K10747
Cs6g18110	K10753
Cs6g18130	K06063
Cs6g18140	K08150
Cs6g18150	K03327
Cs6g18160	K03327
Cs6g18170	K04733
Cs6g18180	K12261
Cs6g18190	K03327
Cs6g18200	K03327
Cs6g18220	K08066
Cs6g18230	K18753
Cs6g18260	K09260
Cs6g18270	K18693
Cs6g18280	K20718
Cs6g18290	K20718
Cs6g18300	K18693
Cs6g18370	K04733
Cs6g18380	K04733
Cs6g18390	K04733
Cs6g18400	K07304
Cs6g18420	K04733
Cs6g18430	K04733
Cs6g18440	K04733
Cs6g18450	K20367
Cs6g18460	K00227
Cs6g18500	K01056
Cs6g18540	K04733
Cs6g18580	K01809
Cs6g18590	K02993
Cs6g18650	K01054
Cs6g18680	K01602
Cs6g18705	K21444
Cs6g18710	K21444
Cs6g18720	K10717
Cs6g18730	K03848
Cs6g18740	K10839
Cs6g18760	K19476
Cs6g18770	K19032
Cs6g18790	K03515
Cs6g18800	K14493
Cs6g18810	K09498
Cs6g18820	K18171
Cs6g18830	K06630
Cs6g18840	K10615
Cs6g18850	K04733
Cs6g18900	K10525
Cs6g18910	K10525
Cs6g18920	K09422
Cs6g18930	K09287
Cs6g18950	K11599
Cs6g18960	K03680
Cs6g18980	K08360
Cs6g18990	K18749
Cs6g19000	K00826
Cs6g19010	K04498
Cs6g19020	K13128
Cs6g19030	K13128
Cs6g19040	K15889
Cs6g19050	K20724
Cs6g19060	K04733
Cs6g19070	K01180
Cs6g19090	K16573
Cs6g19100	K16573
Cs6g19110	K10728
Cs6g19120	K00161
Cs6g19130	K06001
Cs6g19180	K00318
Cs6g19190	K03798
Cs6g19200	K19944
Cs6g19205	K01611
Cs6g19210	K01611
Cs6g19220	K14545
Cs6g19230	K17964
Cs6g19240	K17964
Cs6g19250	K17964
Cs6g19260	K04733
Cs6g19270	K01322
Cs6g19280	K12135
Cs6g19290	K13128
Cs6g19310	K00033
Cs6g19320	K13648
Cs6g19330	K13800
Cs6g19350	K09060
Cs6g19380	K09843
Cs6g19390	K04733
Cs6g19400	K01176
Cs6g19410	K06174
Cs6g19440	K15223
Cs6g19460	K06066
Cs6g19470	K05681
Cs6g19480	K20293
Cs6g19490	K13346
Cs6g19500	K09840
Cs6g19510	K01510
